prediction,actual,correct,confidence,prob_up
0,1,False,0.5470674296522219,0.4529325703477782
1,1,True,0.5237125886817121,0.5237125886817121
0,1,False,0.6789912345997291,0.3210087654002709
0,1,False,0.6992463517184423,0.3007536482815577
0,1,False,0.6776087375261854,0.32239126247381444
0,1,False,0.7408013923662391,0.2591986076337609
0,1,False,0.6072494392700264,0.3927505607299736
0,1,False,0.6427735789318346,0.35722642106816527
0,1,False,0.6249540139211835,0.3750459860788165
0,1,False,0.5462474367385552,0.4537525632614446
0,1,False,0.5055637629223567,0.4944362370776431
0,0,True,0.5966442549181386,0.40335574508186134
1,0,False,0.5223603297619512,0.5223603297619512
1,0,False,0.6528153913801584,0.6528153913801584
1,0,False,0.6111157931535562,0.6111157931535562
1,1,True,0.5740993245303132,0.5740993245303132
0,1,False,0.573705031108061,0.4262949688919389
1,0,False,0.6061566052687617,0.6061566052687617
0,0,True,0.5610881203504706,0.4389118796495293
1,0,False,0.7052568211619711,0.7052568211619711
1,0,False,0.7073904822311696,0.7073904822311696
0,0,True,0.6750169688845978,0.3249830311154022
0,1,False,0.6118022478530161,0.38819775214698393
1,1,True,0.6074371049324392,0.6074371049324392
0,1,False,0.5577021270151001,0.44229787298489986
1,1,True,0.7663874456375139,0.7663874456375139
1,1,True,0.5882698871807733,0.5882698871807733
0,1,False,0.64872214516883,0.35127785483117013
0,1,False,0.8078979294064084,0.192102070593592
0,1,False,0.6845780533055267,0.31542194669447327
0,1,False,0.7345692133780208,0.2654307866219791
0,1,False,0.7745266466211744,0.22547335337882565
0,1,False,0.5413871701620276,0.45861282983797236
0,1,False,0.5245856070319841,0.4754143929680159
1,1,True,0.5779192357138122,0.5779192357138122
1,1,True,0.6912921987723503,0.6912921987723503
1,1,True,0.6375994859240182,0.6375994859240182
0,1,False,0.7036577213075916,0.29634227869240837
0,1,False,0.6054894005662401,0.3945105994337599
0,1,False,0.6607407736675641,0.33925922633243594
0,1,False,0.6352312384892044,0.3647687615107956
0,1,False,0.5598147300824303,0.4401852699175697
0,1,False,0.6193142484748898,0.38068575152511025
0,1,False,0.7893990635680594,0.21060093643194044
0,1,False,0.6635623900041916,0.3364376099958085
0,0,True,0.5555469421338761,0.44445305786612405
0,0,True,0.6209377461901728,0.3790622538098273
1,0,False,0.5417066107510677,0.5417066107510677
0,1,False,0.7185655219019504,0.2814344780980494
0,1,False,0.7310169255120572,0.2689830744879426
0,1,False,0.6962733415659057,0.30372665843409424
0,1,False,0.5363769133695285,0.46362308663047136
1,1,True,0.7770514458789821,0.7770514458789821
1,1,True,0.5849476460549607,0.5849476460549607
0,1,False,0.7585976616924329,0.24140233830756713
0,1,False,0.8437492715786657,0.15625072842133414
0,0,True,0.8553896152364003,0.14461038476359978
0,0,True,0.6547407642341763,0.3452592357658239
0,1,False,0.7334840993447675,0.26651590065523245
0,0,True,0.7964947278928604,0.20350527210713953
